,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
34,frozenset({63819}),frozenset({2633}),0.0010442477876106194,0.00231858407079646,0.00010619469026548673,0.1016949152542373,43.860784060033644,0.0001037735139791683,1.110626481883453
35,frozenset({2710}),frozenset({39421}),0.001486725663716814,0.010814159292035398,0.0001592920353982301,0.10714285714285715,9.907645545943419,0.00014321434724723941,1.1078881415929205
36,frozenset({2795}),frozenset({41297}),0.0013628318584070797,0.028690265486725663,0.0001415929203539823,0.10389610389610389,3.621301585521203,0.00010249291252251546,1.0839253559061177
37,frozenset({2795}),frozenset({42641}),0.0013628318584070797,0.014389380530973451,0.0001592920353982301,0.11688311688311688,8.122873436526573,0.0001396817291878769,1.1160590838105153
38,frozenset({2795}),frozenset({57733}),0.0013628318584070797,0.04592920353982301,0.00017699115044247788,0.12987012987012986,2.82761554437855,0.00011439736862714386,1.096469422797517
39,frozenset({2795}),frozenset({62448}),0.0013628318584070797,0.02247787610619469,0.00023008849557522125,0.16883116883116883,7.510992944063811,0.00019945492990837185,1.1760813053097345
40,frozenset({2795}),frozenset({75632}),0.0013628318584070797,0.03463716814159292,0.00019469026548672567,0.14285714285714285,4.124388641506679,0.0001474856292583601,1.1262566371681415
41,frozenset({2795}),frozenset({81509}),0.0013628318584070797,0.04389380530973451,0.00017699115044247788,0.12987012987012986,2.9587348135735234,0.00011717127417965385,1.0988086118082157
42,frozenset({2795}),frozenset({90859}),0.0013628318584070797,0.0315929203539823,0.0001415929203539823,0.10389610389610389,3.288588162537742,9.853708199545775e-05,1.0806861613441068
43,frozenset({2795}),frozenset({91365}),0.0013628318584070797,0.029061946902654866,0.0001592920353982301,0.11688311688311688,4.021861208219308,0.00011968548829195708,1.099444560124935
44,frozenset({2799}),frozenset({15365}),0.0012743362831858407,0.014353982300884955,0.00023008849557522125,0.18055555555555555,12.578777914782847,0.00021179669512099618,1.2028222588870556
45,frozenset({2799}),frozenset({16588}),0.0012743362831858407,0.006495575221238938,0.00023008849557522125,0.18055555555555555,27.796699969724493,0.00022181094839063357,1.2124121793910305
46,frozenset({2799}),frozenset({87346}),0.0012743362831858407,0.006123893805309735,0.0001415929203539823,0.1111111111111111,18.14386640976236,0.0001337890202834991,1.1181106194690267
47,frozenset({2819}),frozenset({15365}),0.0007787610619469027,0.014353982300884955,8.849557522123894e-05,0.11363636363636363,7.9167133729402535,7.731725272143473e-05,1.1120108917631042
48,frozenset({2819}),frozenset({61227}),0.0007787610619469027,0.014672566371681416,8.849557522123894e-05,0.11363636363636363,7.744818510801623,7.706915185214191e-05,1.1116514635806671
49,frozenset({2982}),frozenset({41971}),0.0005309734513274337,0.01815929203539823,0.00017699115044247788,0.3333333333333333,18.356075373619234,0.0001673490484767797,1.4727610619469025
50,frozenset({2982}),frozenset({111992}),0.0005309734513274337,0.004796460176991151,8.849557522123894e-05,0.16666666666666666,34.74784747847478,8.594878220690736e-05,1.1942442477876105
51,frozenset({3237}),frozenset({13601}),0.003079646017699115,0.004283185840707964,0.0004070796460176991,0.13218390804597702,30.861119027263232,0.0003938889498002976,1.1473822891636876
52,frozenset({14431}),frozenset({3237}),0.0009734513274336283,0.003079646017699115,0.0001415929203539823,0.14545454545454545,47.23092998955068,0.00013859503485002742,1.1666089248729052
53,frozenset({3237}),frozenset({64593}),0.003079646017699115,0.008902654867256637,0.000584070796460177,0.18965517241379312,21.303215191608967,0.0005566537708512804,1.2230562982489175
54,frozenset({72635}),frozenset({3237}),0.0026194690265486727,0.003079646017699115,0.0003008849557522124,0.11486486486486487,37.298073936004975,0.0002928179183961156,1.126291697628859
55,frozenset({74911}),frozenset({3237}),0.000247787610619469,0.003079646017699115,8.849557522123894e-05,0.35714285714285715,115.96880131362892,8.773247709295952e-05,1.5507649950835791
56,frozenset({96737}),frozenset({3237}),0.0024424778761061947,0.003079646017699115,0.0003716814159292035,0.15217391304347824,49.412793603198395,0.0003641594486647349,1.1758547764919445
57,frozenset({3237}),frozenset({96737}),0.003079646017699115,0.0024424778761061947,0.0003716814159292035,0.1206896551724138,49.4127936031984,0.0003641594486647349,1.1344771820232518
58,frozenset({99490}),frozenset({3237}),0.003168141592920354,0.003079646017699115,0.00035398230088495576,0.11173184357541899,36.28074231040904,0.0003442255462448117,1.1223191406467412
59,frozenset({3237}),frozenset({99490}),0.003079646017699115,0.003168141592920354,0.00035398230088495576,0.1149425287356322,36.280742310409046,0.0003442255462448117,1.12629054131709
60,frozenset({104995}),frozenset({3237}),0.00017699115044247788,0.003079646017699115,8.849557522123894e-05,0.5,162.35632183908046,8.795050512961078e-05,1.9938407079646017
61,frozenset({114144}),frozenset({3237}),0.00021238938053097346,0.003079646017699115,8.849557522123894e-05,0.41666666666666663,135.29693486590037,8.784149111128514e-05,1.7090063211125157
62,frozenset({3237}),frozenset({116543}),0.003079646017699115,0.024,0.00047787610619469027,0.15517241379310345,6.4655172413793105,0.0004039646017699115,1.155265306122449
63,frozenset({3237}),frozenset({181232}),0.003079646017699115,0.03527433628318584,0.0007610619469026549,0.2471264367816092,7.005842287085258,0.0006524294776411622,1.2813913395933256
64,frozenset({5424}),frozenset({3244}),0.0008495575221238938,0.009061946902654867,0.0001238938053097345,0.14583333333333331,16.092936197916664,0.00011619516015349674,1.1601225987481114
65,frozenset({3366}),frozenset({3348}),0.0018584070796460177,0.0041946902654867255,0.00021238938053097346,0.1142857142857143,27.2453285111513,0.0002045939384446707,1.1242963174421925
66,frozenset({72121}),frozenset({3348}),0.0012743362831858407,0.0041946902654867255,0.0001592920353982301,0.125,29.79957805907173,0.0001539465893961939,1.138063211125158
67,frozenset({3348}),frozenset({81509}),0.0041946902654867255,0.04389380530973451,0.0004247787610619469,0.10126582278481014,2.307064107799102,0.00024065784321403402,1.0638364701483236
68,frozenset({3666}),frozenset({41297}),0.0008849557522123894,0.028690265486725663,8.849557522123894e-05,0.1,3.485502776064158,6.310595974626048e-05,1.0792330383480826
69,frozenset({3666}),frozenset({270388}),0.0008849557522123894,0.006566371681415929,0.00010619469026548673,0.12000000000000001,18.274932614555258,0.00010038374187485317,1.1289018503620274
70,frozenset({3690}),frozenset({106829}),0.0006548672566371682,0.01352212389380531,0.0001238938053097345,0.18918918918918917,13.991085326163859,0.00011503860913149032,1.21665604719764
71,frozenset({40279}),frozenset({3728}),0.0007964601769911505,0.01152212389380531,0.00010619469026548673,0.13333333333333333,11.57194060419867,9.701777742971259e-05,1.1405513955071476
72,frozenset({59403}),frozenset({3728}),0.0017168141592920354,0.01152212389380531,0.00017699115044247788,0.10309278350515465,8.947376755823713,0.00015720980499647584,1.1020960227850676
73,frozenset({61430}),frozenset({3728}),0.0023893805309734514,0.01152212389380531,0.0003008849557522124,0.12592592592592594,10.929055015076521,0.00027335421724489,1.1308857057147144
74,frozenset({62773}),frozenset({3728}),0.0013628318584070797,0.01152212389380531,0.0001415929203539823,0.10389610389610389,9.017096574700261,0.000125890202834991,1.1030840066692318
75,frozenset({62776}),frozenset({3728}),0.0008495575221238938,0.01152212389380531,8.849557522123894e-05,0.10416666666666666,9.040578597030208,7.870686819641319e-05,1.1034171640255195
76,frozenset({104738}),frozenset({3728}),0.0007787610619469027,0.01152212389380531,0.0001238938053097345,0.1590909090909091,13.807429130009774,0.0001149208238703109,1.1754872040181774
77,frozenset({3837}),frozenset({75632}),0.0007079646017699115,0.03463716814159292,8.849557522123894e-05,0.125,3.6088400613183444,6.397368627143865e-05,1.1032718078381796
78,frozenset({3925}),frozenset({16588}),0.0008141592920353982,0.006495575221238938,8.849557522123894e-05,0.10869565217391305,16.733799312877622,8.320714229775238e-05,1.114663500971293
79,frozenset({4041}),frozenset({117825}),0.0021946902654867255,0.02849557522123894,0.0002831858407079646,0.12903225806451613,4.5281506712081745,0.00022064687916046675,1.1154310062274664
80,frozenset({4117}),frozenset({28478}),0.0005486725663716814,0.004230088495575221,0.00010619469026548673,0.19354838709677422,45.755162640032395,0.00010387375675464015,1.2347546902654867
81,frozenset({4217}),frozenset({109065}),0.0003008849557522124,0.003663716814159292,8.849557522123894e-05,0.2941176470588235,80.27848820687694,8.739321794972199e-05,1.4114764011799408
82,frozenset({4266}),frozenset({24243}),0.000584070796460177,0.002672566371681416,0.000247787610619469,0.4242424242424242,158.73971503110573,0.0002462266426501684,1.7322002794597111
83,frozenset({4394}),frozenset({116543}),0.0002831858407079646,0.024,0.00010619469026548673,0.375,15.625,9.939823008849558e-05,1.5615999999999999
84,frozenset({4505}),frozenset({4506}),0.0002831858407079646,0.00033628318584070794,0.00010619469026548673,0.375,1115.1315789473686,0.00010609945962878848,1.599461946902655
85,frozenset({4506}),frozenset({4505}),0.00033628318584070794,0.0002831858407079646,0.00010619469026548673,0.31578947368421056,1115.1315789473686,0.00010609945962878848,1.461124574540504
86,frozenset({4505}),frozenset({4507}),0.0002831858407079646,0.0004070796460176991,8.849557522123894e-05,0.3125,767.6630434782609,8.838029602944632e-05,1.4539533386967014
87,frozenset({4507}),frozenset({4505}),0.0004070796460176991,0.0002831858407079646,8.849557522123894e-05,0.2173913043478261,767.663043478261,8.838029602944632e-05,1.2774159292035399
88,frozenset({4505}),frozenset({4509}),0.0002831858407079646,0.0003716814159292035,0.00010619469026548673,0.375,1008.9285714285714,0.0001060894353512413,1.5994053097345131
89,frozenset({4509}),frozenset({4505}),0.0003716814159292035,0.0002831858407079646,0.00010619469026548673,0.28571428571428575,1008.9285714285716,0.0001060894353512413,1.3996035398230091
90,frozenset({4505}),frozenset({22061}),0.0002831858407079646,0.00021238938053097346,0.0001238938053097345,0.4375,2059.895833333333,0.0001238336596444514,1.777400196656834
91,frozenset({22061}),frozenset({4505}),0.00021238938053097346,0.0002831858407079646,0.0001238938053097345,0.5833333333333333,2059.895833333333,0.0001238336596444514,2.3993203539823003
92,frozenset({5061}),frozenset({14867}),0.0007964601769911505,0.003486725663716814,0.0001592920353982301,0.19999999999999998,57.36040609137056,0.0001565149972589866,1.245641592920354
93,frozenset({5061}),frozenset({57733}),0.0007964601769911505,0.04592920353982301,8.849557522123894e-05,0.1111111111111111,2.419182187968315,5.191479364084893e-05,1.073329646017699
94,frozenset({61691}),frozenset({5061}),0.0008849557522123894,0.0007964601769911505,8.849557522123894e-05,0.1,125.55555555555556,8.779074320620252e-05,1.1102261553588986
95,frozenset({5061}),frozenset({61691}),0.0007964601769911505,0.0008849557522123894,8.849557522123894e-05,0.1111111111111111,125.55555555555556,8.779074320620252e-05,1.124004424778761
96,frozenset({5061}),frozenset({62448}),0.0007964601769911505,0.02247787610619469,0.00010619469026548673,0.13333333333333333,5.9317585301837275,8.829195708356176e-05,1.1279101429543907
97,frozenset({5195}),frozenset({16588}),0.00038938053097345134,0.006495575221238938,8.849557522123894e-05,0.22727272727272727,34.98885310874412,8.596632469261493e-05,1.2857116085372202
98,frozenset({5723}),frozenset({14312}),0.0011327433628318584,0.010176991150442478,0.0001238938053097345,0.109375,10.747282608695652,0.00011236588613047223,1.111380220462661
99,frozenset({5723}),frozenset({14447}),0.0011327433628318584,0.012442477876106195,0.0001592920353982301,0.140625,11.302009246088193,0.00014519790116688855,1.1491578439259855
100,frozenset({5878}),frozenset({41437}),0.0013097345132743363,0.00384070796460177,0.0001592920353982301,0.12162162162162161,31.666459085813923,0.00015426172762158353,1.1340890401633763
101,frozenset({5965}),frozenset({41971}),0.0006902654867256637,0.01815929203539823,0.00023008849557522125,0.33333333333333337,18.356075373619234,0.00021755376301981361,1.4727610619469027
102,frozenset({31460}),frozenset({6572}),0.0007079646017699115,0.000920353982300885,8.849557522123894e-05,0.125,135.81730769230768,8.784399718067194e-05,1.1418053097345133
103,frozenset({6572}),frozenset({42996}),0.000920353982300885,0.021911504424778763,0.00010619469026548673,0.11538461538461538,5.265937616503044,8.602834990993814e-05,1.1056652558676414
104,frozenset({41108}),frozenset({6832}),0.0017168141592920354,0.0032212389380530974,0.00021238938053097346,0.12371134020618557,38.404894074997166,0.00020685911191166106,1.1375004685059864
105,frozenset({66514}),frozenset({6832}),0.00023008849557522125,0.0032212389380530974,8.849557522123894e-05,0.3846153846153846,119.39983093829247,8.775440520009398e-05,1.6197654867256635
106,frozenset({9536}),frozenset({181232}),0.00035398230088495576,0.03527433628318584,8.849557522123894e-05,0.25,7.0873055694932265,7.600908450152714e-05,1.2863008849557522
107,frozenset({10175}),frozenset({41971}),0.0010265486725663717,0.01815929203539823,0.00047787610619469027,0.46551724137931033,25.635208711433755,0.0004592347090610071,1.8369922923208677
108,frozenset({10283}),frozenset({24768}),0.0008849557522123894,0.004725663716814159,8.849557522123894e-05,0.1,21.16104868913858,8.431357193202286e-05,1.1058603736479842
109,frozenset({10283}),frozenset({40210}),0.0008849557522123894,0.011805309734513275,8.849557522123894e-05,0.1,8.470764617691154,7.80483984650325e-05,1.0979941002949851
110,frozenset({10283}),frozenset({41971}),0.0008849557522123894,0.01815929203539823,8.849557522123894e-05,0.1,5.50682261208577,7.242540527840865e-05,1.0909341199606686
111,frozenset({10283}),frozenset({42641}),0.0008849557522123894,0.014389380530973451,0.0001238938053097345,0.13999999999999999,9.729397293972939,0.00011115984023807658,1.1460588598477053
112,frozenset({10283}),frozenset({62448}),0.0008849557522123894,0.02247787610619469,0.0001592920353982301,0.18,8.007874015748031,0.00013940010964053566,1.1921001510900064
113,frozenset({10283}),frozenset({62968}),0.0008849557522123894,0.01015929203539823,0.0001415929203539823,0.16,15.749128919860627,0.00013260239642885112,1.1783817951959545
114,frozenset({10283}),frozenset({67954}),0.0008849557522123894,0.008778761061946902,8.849557522123894e-05,0.1,11.391129032258066,8.072676012217088e-05,1.1013569321533923
115,frozenset({10283}),frozenset({96971}),0.0008849557522123894,0.01745132743362832,8.849557522123894e-05,0.1,5.730223123732252,7.305192262510769e-05,1.0917207472959685
116,frozenset({10283}),frozenset({112660}),0.0008849557522123894,0.005787610619469027,0.00010619469026548673,0.12000000000000001,20.73394495412844,0.0001010729109562221,1.1297868061142398
117,frozenset({10283}),frozenset({116978}),0.0008849557522123894,0.009539823008849558,8.849557522123894e-05,0.1,10.482374768089054,8.005325397446943e-05,1.100511307767945
118,frozenset({10339}),frozenset({54141}),0.0005132743362831858,0.0013982300884955753,8.849557522123894e-05,0.1724137931034483,123.3085988651244,8.77778996005952e-05,1.2066438053097346
119,frozenset({10339}),frozenset({106829}),0.0005132743362831858,0.01352212389380531,0.00026548672566371683,0.5172413793103449,38.25148943852681,0.0002585461664969849,2.043418457648546
120,frozenset({10339}),frozenset({181227}),0.0005132743362831858,0.005946902654867256,8.849557522123894e-05,0.1724137931034483,28.99220032840723,8.544318270812123e-05,1.2011474926253687
121,frozenset({10339}),frozenset({181232}),0.0005132743362831858,0.03527433628318584,0.0001592920353982301,0.3103448275862069,8.798034500060558,0.00014118662385464797,1.3988522123893803
122,frozenset({13778}),frozenset({10515}),0.002849557522123894,0.0021946902654867255,0.000495575221238938,0.17391304347826084,79.24263674614305,0.0004893213250841882,1.207869585468095
123,frozenset({10515}),frozenset({13778}),0.0021946902654867255,0.002849557522123894,0.000495575221238938,0.22580645161290322,79.24263674614305,0.0004893213250841882,1.28798598820059
124,frozenset({10515}),frozenset({64593}),0.0021946902654867255,0.008902654867256637,0.0003185840707964602,0.14516129032258066,16.30539344577695,0.00029904550082230405,1.159396894306228
125,frozenset({10515}),frozenset({106829}),0.0021946902654867255,0.01352212389380531,0.0002831858407079646,0.12903225806451613,9.542307042729268,0.00025350896702952465,1.1326227466404457
126,frozenset({10531}),frozenset({81509}),0.00033628318584070794,0.04389380530973451,0.00010619469026548673,0.31578947368421056,7.19439728353141,9.143394157725742e-05,1.3973859768550037
127,frozenset({10537}),frozenset({12266}),0.0021946902654867255,0.004247787610619469,0.0004424778761061947,0.20161290322580647,47.4630376344086,0.000433155297987313,1.2472047912755877
128,frozenset({12266}),frozenset({10537}),0.004247787610619469,0.0021946902654867255,0.0004424778761061947,0.10416666666666666,47.4630376344086,0.000433155297987313,1.1138291829594567
129,frozenset({10537}),frozenset({22030}),0.0021946902654867255,0.00247787610619469,0.00033628318584070794,0.1532258064516129,61.83755760368664,0.0003308450152713603,1.1780261272650654
130,frozenset({22030}),frozenset({10537}),0.00247787610619469,0.0021946902654867255,0.00033628318584070794,0.1357142857142857,61.83755760368663,0.0003308450152713603,1.1544854823374533
131,frozenset({22033}),frozenset({10537}),0.0006017699115044248,0.0021946902654867255,8.849557522123894e-05,0.14705882352941174,67.0066413662239,8.717487665439737e-05,1.1698407079646016
132,frozenset({10537}),frozenset({22055}),0.0021946902654867255,0.002424778761061947,0.000495575221238938,0.22580645161290322,93.12455851189075,0.0004902535828960764,1.2885346607669617
133,frozenset({22055}),frozenset({10537}),0.002424778761061947,0.0021946902654867255,0.000495575221238938,0.20437956204379562,93.12455851189075,0.0004902535828960764,1.2541222700332872
134,frozenset({10537}),frozenset({22116}),0.0021946902654867255,0.0019292035398230088,0.00023008849557522125,0.10483870967741937,54.34300088783665,0.00022585449134622916,1.114961970820378
135,frozenset({22116}),frozenset({10537}),0.0019292035398230088,0.0021946902654867255,0.00023008849557522125,0.11926605504587157,54.343000887836645,0.00022585449134622916,1.132924778761062
136,frozenset({10537}),frozenset({81509}),0.0021946902654867255,0.04389380530973451,0.000247787610619469,0.11290322580645161,2.572190426638918,0.00015145430339102514,1.0777924376508448
137,frozenset({89957}),frozenset({10537}),0.0004247787610619469,0.0021946902654867255,0.0001238938053097345,0.29166666666666663,132.89650537634407,0.00012296154749784634,1.4086663196251952
138,frozenset({11470}),frozenset({108242}),0.00047787610619469027,0.010424778761061947,8.849557522123894e-05,0.18518518518518517,17.763943909954097,8.351382253896154e-05,1.2144786806114238
139,frozenset({11470}),frozenset({188473}),0.00047787610619469027,0.02088495575221239,8.849557522123894e-05,0.18518518518518517,8.86691776522285,7.851515388832328e-05,1.2016411906677393
140,frozenset({11586}),frozenset({57733}),0.0005663716814159292,0.04592920353982301,8.849557522123894e-05,0.15625,3.4019749518304434,6.248257498629493e-05,1.130750573582432
141,frozenset({11586}),frozenset({75632}),0.0005663716814159292,0.03463716814159292,8.849557522123894e-05,0.15625,4.511050076647931,6.887806406139871e-05,1.144133726647001
142,frozenset({11639}),frozenset({12266}),0.0008495575221238938,0.004247787610619469,0.0001238938053097345,0.14583333333333331,34.331597222222214,0.00012028506539274805,1.1657586876753723
143,frozenset({11639}),frozenset({22055}),0.0008495575221238938,0.002424778761061947,8.849557522123894e-05,0.10416666666666666,42.959245742092456,8.643558618529251e-05,1.1135723399876518
144,frozenset({11639}),frozenset({61231}),0.0008495575221238938,0.009504424778761062,0.00010619469026548673,0.125,13.151769087523277,9.812013470122954e-05,1.1319949431099874
145,frozenset({11639}),frozenset({114266}),0.0008495575221238938,0.001575221238938053,0.0001238938053097345,0.14583333333333331,92.57958801498127,0.00012255556425718538,1.168887545866609
146,frozenset({11639}),frozenset({114384}),0.0008495575221238938,0.004973451327433628,8.849557522123894e-05,0.10416666666666666,20.944543297746144,8.427034223510064e-05,1.1107273101461206
147,frozenset({11639}),frozenset({115426}),0.0008495575221238938,0.0031150442477876107,8.849557522123894e-05,0.10416666666666666,33.43986742424242,8.58491659487822e-05,1.112801811072237
148,frozenset({22030}),frozenset({12266}),0.00247787610619469,0.004247787610619469,0.0003716814159292035,0.15,35.31249999999999,0.0003611559245046597,1.17147319104633
149,frozenset({12266}),frozenset({22055}),0.004247787610619469,0.002424778761061947,0.0006725663716814159,0.1583333333333333,65.29805352798053,0.0006622664265016837,1.1852378866205204
150,frozenset({22055}),frozenset({12266}),0.002424778761061947,0.004247787610619469,0.0006725663716814159,0.2773722627737226,65.29805352798053,0.0006622664265016837,1.3779601322964155
151,frozenset({12266}),frozenset({81509}),0.004247787610619469,0.04389380530973451,0.0005309734513274337,0.125,2.8477822580645165,0.00034452188894980036,1.092692793931732
152,frozenset({12339}),frozenset({46070}),0.0011150442477876107,0.003415929203539823,0.00017699115044247788,0.15873015873015872,46.46763714121227,0.0001731822382332211,1.1846188011354148
153,frozenset({12339}),frozenset({185683}),0.0011150442477876107,0.026212389380530974,0.00017699115044247788,0.15873015873015872,6.055539478902071,0.00014776317644294776,1.1575211220571047
154,frozenset({12376}),frozenset({44218}),0.0004424778761061947,0.0014690265486725664,8.849557522123894e-05,0.2,136.14457831325302,8.784556347403869e-05,1.2481637168141593
155,frozenset({12716}),frozenset({75632}),0.0032920353982300887,0.03463716814159292,0.0003716814159292035,0.1129032258064516,3.259597474739149,0.0002576546323126321,1.08822719227675
156,frozenset({12716}),frozenset({81509}),0.0032920353982300887,0.04389380530973451,0.0006725663716814159,0.2043010752688172,4.654439819632327,0.0005280664108387501,1.2015929203539824
157,frozenset({81976}),frozenset({12716}),0.0007256637168141593,0.0032920353982300887,8.849557522123894e-05,0.12195121951219512,37.04432205612378,8.610666457827551e-05,1.1351396263520157
158,frozenset({81977}),frozenset({12716}),0.0010973451327433627,0.0032920353982300887,0.00017699115044247788,0.16129032258064518,48.99410336455082,0.00017337865142141124,1.1883825731790334
159,frozenset({114892}),frozenset({12716}),0.0014513274336283187,0.0032920353982300887,0.0001592920353982301,0.10975609756097561,33.339889850511405,0.00015451421411230324,1.1195897684567826
160,frozenset({12840}),frozenset({32616}),0.00033628318584070794,0.0005132743362831858,0.0001238938053097345,0.368421052631579,717.7858439201452,0.00012372119978071894,1.5825206489675516
161,frozenset({32616}),frozenset({12840}),0.0005132743362831858,0.00033628318584070794,0.0001238938053097345,0.24137931034482757,717.7858439201452,0.00012372119978071894,1.3177385358004827
162,frozenset({12840}),frozenset({41971}),0.00033628318584070794,0.01815929203539823,0.00010619469026548673,0.31578947368421056,17.38996614342875,0.00010008802568721122,1.434997957794418
163,frozenset({12866}),frozenset({13778}),0.0013805309734513274,0.002849557522123894,0.000247787610619469,0.1794871794871795,62.98773690078038,0.00024385370819954576,1.2152771017699115
164,frozenset({12866}),frozenset({106829}),0.0013805309734513274,0.01352212389380531,0.0001592920353982301,0.11538461538461539,8.533024567055982,0.0001406243245359856,1.115148903424394
